gross,name
78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
34872033,Freddy's Dead: The Final Nightmare
17218080,Hudson Hawk
11336986,Career Opportunities
38037513,Bill & Ted's Bogus Journey
43878334,Drop Dead Fred
30102717,Double Impact
2015810,Night on Earth
26255594,Necessary Roughness
22773535,Frankie and Johnny
23562716,Oscar
14143280,Ernest Scared Stupid
22166041,An American Tail: Fievel Goes West
49114016,Bugsy
74787599,The Prince of Tides
86930411,The Naked Gun 2Ω: The Smell of Fear
39673161,Out for Justice
8750400,The Five Heartbeats
32482682,Jungle Fever
1193062,Cool as Ice
28738096,Deceived
43001500,Regarding Henry
2275557,Showdown in Little Tokyo
1999955,The Double Life of Veronique
7241350,Rush
38016380,Dead Again
1228108,Slacker
15556340,Highlander II: The Quickening
16371128,Defending Your Life
54830779,Doc Hollywood
33691313,Curly Sue
11657385,Amigos inseparables
7434726,Harley Davidson and the Marlboro Man
34793160,White Fang
33669178,Dying Young
7788597,If Looks Could Kill
20246790,Mobsters
221295,Under Suspicion
21760000,Ricochet
14789113,Not Without My Daughter
9286314,Stone Cold
28862081,L.A. Story
7300000,Wild Hearts Can't Be Broken
1008404,Whore
15545943,Switch
2415396,Flirting
415941,Only Yesterday
6948859,Suburban Commando
2865916,Another You
25010896,Little Man Tate
135893,Close My Eyes
34002045,King Ralph
752856,Until the End of the World
115103,Shakes the Clown
4205000,Popcorn
19018321,Mortal Thoughts
25895485,The Hard Way
408571,La bella latosa
7310000,Mississippi Masala
394631,Dogfight
2603061,Raise the Red Lantern
9188150,Body Parts
11511031,Shattered
1007001,Europa
4102526,Life Stinks
5546827,Delirious
191125,The Indian Runner
1059071,Kafka
36489888,Soapdish
38120905,The Doctor
8211952,Black Robe
4603929,Dutch
15965919,Billy Bathgate
1710057,High Heels
9804775,"He Said, She Said"
390152,Where the Day Takes You
10438504,A Rage in Harlem
21830957,Only the Lonely
6266621,Rambling Rose
33243020,Grand Canyon
14812000,All I Want for Christmas
10440032,Armour of God 2: Operation Condor
3752426,Mannequin: On the Move
14061361,The Perfect Weapon
1501785,Company Business
1277401,The Rapture
14587732,Flight of the Intruder
17860280,For the Boys
1250712,Kickboxer 2: The Road Back
2735731,Shadows and Fog
3331,The Pit and the Pendulum
19281235,House Party 2
1750301,Prospero's Books
9480198,Guilty by Suspicion
1342903,At Play in the Fields of the Lord
418807,True Colors
12454768,The Marrying Man
22641969,Pure Luck
11000863,The Super
9689816,The Butcher's Wife
21082165,F/X2
117569,The Lovers on the Bridge
3106559,K2
609524,Poison
24277858,Class Action
13200170,Enchanted April
4409328,Run
3547684,Shout
15429177,A Kiss Before Dying
25682090,Other People's Money
2368,Scissors
1642436,Daughters of the Dust
11276846,One Good Cop
396003,Sex and Zen
4076211,Impromptu
4654288,The Hitman
2144238,The Princess and the Goblin
516431,Rapsodia en agosto
573904,Wild Orchid II: Two Shades of Blue
14851083,Once Around
295444,Riff-Raff
1942424,Madame Bovary
524668,Proof
2971661,Homicide
7683267,Strictly Business
4532791,Mediterraneo
574392,Johnny Stecchino
694438,Edward II
869325,Beastmaster 2: Through the Portal of Time
11128309,V.I. Warshawski
1182273,Year of the Gun
516517,Voyager
9074,SÛlo con tu pareja
396573,The Adjuster
6166819,Mystery Date
242014,Stepping Out
456127,McBain
259012,Closet Land
8667684,Bingo
1403033,Where Angels Fear to Tread
138720,Van Gogh
2120564,29th Street
218316,Becoming Colette
939277,The Taking of Beverly Hills
1228153,Toto the Hero
532933,Hangin' with the Homeboys
18634643,Paradise
789127,Cabeza de Vaca
583979,The Inner Circle
133645,Liebestraum
5186392,The Object of Beauty
31000,Crooked Hearts
8906823,Late for Dinner
2712293,Straight Out of Brooklyn
25480000,Mon Pere Ce Heros
978775,Talkin' Dirty After Dark
1407309,Lovers: A True Story
1159578,The Unborn
5467959,Livin' Large!
3089497,Tous les matins du monde
717772,Thousand Pieces of Gold
402539,And You Thought Your Parents Were Weird
612781,Queens Logic
9563393,Scenes from a Mall
3603615,My Heroes Have Always Been Cowboys
336396,Talent for the Game
1264910,City of Hope
256521,Twenty-One
4313173,Hear My Song
5451119,Eve of Destruction
64562,Timebomb
1989059,Married to It
6413375,Defenseless
170667,London Kills Me
4693236,True Identity
184890,The Ballad of the Sad Cafe
291645,Highway 61
356825,The Knife
582510,The Pope Must Diet
1000348,Meeting Venus
306319,Hard Promises
1076,Samantha
2832029,Reservoir Dogs
82522790,Bram Stoker's Dracula
217350219,Aladdin
162831698,Batman Returns
117727000,Bajos instintos
75505856,The Last of the Mohicans
101157447,Unforgiven
52929168,My Cousin Vinny
141340178,A Few Good Men
4160851,Twin Peaks: Fire Walk with Me
55473600,Alien 3
139610000,Sister Act
107533928,A League of Their Own
58422650,Death Becomes Her
63895607,Scent of a Woman
2819485,Newsies
121945720,The Bodyguard
121697350,Wayne's World
50752337,The Mighty Ducks
11502976,Army of Darkness
173585516,Home Alone 2: Lost in New York
83363139,Under Siege
10725228,Glengarry Glen Ross
242623,Dead Alive
25792310,Candyman
83287363,Patriot Games
14715067,School Ties
5101632,Of Mice and Men
22518097,Captain Ron
43440294,A River Runs Through It
9493259,Chaplin
48169908,Malcolm X
30524763,Sleepwalkers
24650296,FernGully: Las aventuras de Zak y Crysta
57114049,Beethoven
12534961,Hellraiser III: Hell on Earth
62549000,The Crying Game
16624456,Buffy the Vampire Slayer
17092453,Pet Sematary II
18472850,Singles
36299898,Universal Soldier
76253806,White Men Can't Jump
938473,"JamÛn, JamÛn"
40693477,Encino Man
20146880,Juice
4899194,The Lover
58883840,Far and Away
144731527,Lethal Weapon 3
1862805,Luna amarga
32101000,The Lawnmower Man
1829804,Poison Ivy
88036683,The Hand That Rocks the Cradle
14796494,Ladybugs
47922919,Single White Female
2000022,Bad Lieutenant
29000301,3 Ninjas
51433000,Sneakers
70100000,Boomerang
21706100,The Player
21452082,Toys
7191399,1492: Conquista del ParaÌso
205569,Man Bites Dog
24276500,Hoffa
44065653,Passenger 57
25967000,Howards End
21665500,Como agua para chocolate
175340,Romper Stomper
7532911,Damage
2040920,El Mariachi
11738022,Strictly Ballroom
4972818,Innocent Blood
13086430,American Me
14110600,Cool World
58662452,Honey I Blew Up the Kid
5289772,Orlando
55956200,Forever Young
25105517,The Cutting Edge
4651977,Radio Flyer
6739141,Fortress
2034470,Mom and Dad Save the World
15164458,Pure Country
21370057,Raising Cain
3560469,The Tom and Jerry Movie
17180393,Sidekicks
12282994,A Stranger Among Us
2827107,The Power of One
57138719,Unlawful Entry
45500797,Medicine Man
10736401,Stay Tuned
7286388,Lorenzo's Oil
5430822,Split Second
21591728,Consenting Adults
3052738,CrissCross
14356479,Rapid Fire
2280148,Noises Off...
19507345,Hero
14683921,City of Joy
16270600,Supercop
22660758,Thunderheart
35208854,Honeymoon in Vegas
27281507,The Muppet Christmas Carol
6980986,Children of the Corn II: The Final Sacrifice
28411210,Stop! Or My Mom Will Shoot
4058564,Peter's Friends
17530973,The Babe
754935,Love Potion No. 9
13747138,Trespass
10555619,Husbands and Wives
1543112,One False Move
11390479,Jennifer 8
9223441,Gladiator
14358033,Memoirs of an Invisible Man
40227000,Mo' Money
8403433,Dr. Giggles
58500635,HouseSitter
13272113,Class Act
21142815,Kuffs
1373196,South Central
28590665,Final Analysis
6742168,The Mambo Kings
5734232,Indochine
17129000,Freejack
21733781,Shining Through
16639799,Deep Cover
20194,That Night
5971369,Belle Epoque
46666502,The Distinguished Gentleman
8251071,Christopher Columbus: The Discovery
2001124,Nemesis
8332431,Twin Dragons
23369283,Leap of Faith
4836637,Diggstown
4479470,Bob Roberts
271327,Big Girls Don't Cry... They Get Even
1526697,A Midnight Clear
277813,Tokyo Decadence
5519569,Wind
1949148,Love Field
9011574,White Sands
4790801,Into the West
20883046,Mr. Baseball
1345236,"Gas, Food Lodging"
386329,For a Lost Soldier
6202756,Night and the City
21202099,Straight Talk
1468300,Zebrahead
1034287,Waterland
4906900,The Playboys
2922094,This Is My Life
1050861,Light Sleeper
923418,Juego a muerte
8442162,BÈbÈ's Kids
20006730,Prelude to a Kiss
610488,LÈolo
8669847,Once Upon a Crime...
1102469,Mistress
13351357,Mr. Saturday Night
4096030,Man Trouble
384048,American Heart
1723319,The Waterdance
2517600,Aces: Iron Eagle III
2387928,Love Crimes
6132924,Folks!
5414619,Passion Fish
256249,In the Soup
3067917,The Public Eye
6375979,Article 99
422503,Storyville
918239,Brain Donors
101307,The Efficiency Expert
141554,Simple Men
1659542,Out on a Limb
4030793,Passed Away
213687,A Tale of Winter
1253106,The Best Intentions
114516,Guncrazy
11124511,Whispers in the Dark
288633,House of Angels
2550,Tetsuo II: Body Hammer
152322,Pushing Hands
2791515,Year of the Comet
161179,The Long Day Closes
931280,The Stolen Children
3104545,Blame It on the Bellboy
1448640,Shadow of the Wolf
690966,The Opposite Sex and How to Live with Them
3206713,Traces of Red
2149735,Rich in Love
222552,Chain of Desire
1666511,Un Coeur en Hiver
479169,Just Another Girl on the I.R.T.
662341,Savage Nights
28422,Rebels of the Neon God
1514114,Leaving Normal
692585,The Living End
1890247,The Story of Qiu Ju
479676,Crossing the Bridge
7306242,Sarafina!
919286,Ruby
2806881,Map of the Human Heart
1256355,"Olivier, Olivier"
229041,Fifty/Fifty
608866,Ruby Cairo
3721911,The Gun in Betty Lou's Handbag
17957265,Used People
135004,No Place to Hide
279627,Equinox
198504,Rescue Me
641886,Into the Sun
1119368,Freddie as F.R.O.7.
147724,Roadside Prophets
100986,A Place in the World
799674,Claire of the Moon
28676,Naked Killer
471120,Mac
2567,Khuda Gawah
123587,My New Gun
130377,Hold Me Thrill Me Kiss Me
340147,Swoon
117480,Laws of Gravity
39514713,Hocus Pocus
56505065,Tombstone
96067179,Schindler's List
32416586,The Sandlot
402453882,Jurassic Park
75082668,The Nightmare Before Christmas
7993039,Dazed and Confused
40903593,Un dÌa de furia
158348367,The Firm
12281500,True Romance
48919043,Addams Family Values
17266971,A Bronx Tale
9170214,What's Eating Gilbert Grape
31181347,The Secret Garden
70906973,Groundhog Day
35739755,Robin Hood: Men in Tights
219200000,Mrs. Doubtfire
126533006,Sleepless in Seattle
50016394,Last Action Hero
4496583,"Blood In, Blood Out"
84049211,Cliffhanger
183875760,The Fugitive
77698625,Free Willy
106614100,Indecent Proposal
77324422,Philadelphia
41833324,Homeward Bound: The Incredible Journey
40158000,El piano
36948322,Carlito's Way
57319029,Sister Act 2: Back in the Habit
58055768,Demolition Man
20915465,Super Mario Bros.
22750363,Rudy
53898845,The Three Musketeers
25010410,En el nombre del padre
36300000,Sliver
36733909,Alive
32200000,The Age of Innocence
44594000,The Good Son
68856263,Cool Runnings
22551000,Much Ado About Nothing
23004026,The Program
35112679,Dragon: The Bruce Lee Story
27900000,Menace II Society
1769305,Naked
32589677,Hard Target
70172621,Grumpy Old Men
51270765,Dennis the Menace
10769960,Gettysburg
14543394,The Vanishing
44029386,The Beverly Hillbillies
2502551,Red Rock West
4104962,This Boy's Life
11585483,So I Married an Axe Murderer
23202734,Benny & Joon
1796389,Boxing Helena
15185672,Needful Things
9579068,The Dark Half
15935068,Jason Goes to Hell: The Final Friday
48197805,Wayne's World 2
100768056,The Pelican Brief
39100956,What's Love Got to Do with It
102314283,In the Line of Fire
21274717,Coneheads
13609396,The Crush
20100000,Fire in the Sky
8556940,Leprechaun
31160784,A Perfect World
6110979,Short Cuts
22954968,The Remains of the Day
1324974,Three Colors: Blue
621392,Cronos
2850263,Airborne
10696210,RoboCop 3
2395231,Kalifornia
38911970,Hot Shots! Part Deux
30038362,Point of No Return
36448200,Son in Law
6265311,La casa de los espÌritus
53579269,Rookie of the Year
5617391,Batman: Mask of the Phantasm
63095271,Rising Sun
24760338,The Man Without a Face
10340263,Look Who's Talking Now
27515786,Poetic Justice
18994653,Sniper
29296,Freaked
18635620,Geronimo: An American Legend
106658,Arizona Dream
77848,Stalingrad
46044636,Malicia
13275426,El cuerpo del delito
5632086,Swing Kids
1029721,The Thing Called Love
6995302,Fearless
63270710,Dave
53354166,Beethoven's 2nd
4858139,Little Buddha
6410676,Six Degrees of Separation
5864949,El cielo y la tierra
42660000,Teenage Mutant Ninja Turtles III
27979400,Loaded Weapon 1
17953778,CB4
4916135,Surf Ninjas
428868,Body Snatchers
1499795,M. Butterfly
9315576,We're Back! A Dinosaur's Story
9488998,Flesh and Bone
25842000,Shadowlands
32861136,The Joy Luck Club
54207,Return of the Living Dead III
12136938,Judgment Night
7266383,Searching for Bobby Fischer
256264,Dream Lover
418953,Killing Zoe
23798623,Striking Distance
5216888,Farewell My Concubine
22189039,Nowhere to Run
18899204,Untamed Heart
10997166,For Love or Money
9532895,Matinee
7770731,Sirenas
11285588,Manhattan Murder Mystery
16581714,Heart and Souls
322975,The Cement Garden
44942695,Made in America
50081992,Sommersby
3275585,Romeo Is Bleeding
24103594,The Adventures of Huck Finn
6419876,The Temp
11081586,Mad Dog and Glory
3269420,Mi vida loca
700000,Los visitantes
1610792,Wide Sargasso Sea
27484464,My Life
3273588,Only the Strong
2093370,Kika
3335984,My Boyfriend's Back
1710000,Even Cowgirls Get the Blues
12741891,Weekend at Bernie's II
14904910,Indian Summer
7852653,Fatal Instinct
6574896,Once Upon a Forest
12440858,Life with Mikey
12416686,Undercover Blues
669276,The Thief and the Cobbler
8023147,The Meteor Man
31888805,Cop & Ω
3902679,Warlock: The Armageddon
1299318,King of the Hill
4247162,Mr. Nanny
1497222,A Dangerous Woman
14681661,Iron Monkey
810455,"Faraway, So Close!"
6607218,Best of the Best II
12890752,A Far Off Place
1528163,Josh and S.A.M.
8315975,Mr. Jones
18369,Deadfall
16696219,Blink
6933459,The Wedding Banquet
18272447,Sugar Hill
12974636,Man's Best Friend
309117,The Slingshot
18290000,Posse
667078,The Advocate
20208496,Another Stakeout
1753979,Carnosaur
8041049,Aspen Extreme
5086909,Ghost in the Machine
2457574,Son of the Pink Panther
322871,House of Cards
194720,Crime Story
378854,Germinal
72495,Dangerous Game
1703282,A Home of Our Own
3418141,Father Hood
3246063,Splitting Heirs
2119994,The Nutcracker
1044824,Money for Nothing
874148,Mother's Boys
296081,Ethan Frome
61274,Silent Tongue
9745803,Amos & Andrew
48856,Maadadayo
22886222,Guilty as Sin
6473326,The Real McCoy
3125424,Mr. Wonderful
1038959,Naked in New York
5145462,Jack the Bear
1718328,Blue
10058318,Boiling Point
121548,For the Moment
553454,The Innocent
89388,Raining Stones
2080805,Strawberry and Chocolate
9285189,Lost in Yonkers
238230,Fear of a Black Hat
543091,The Ballad of Little Jo
11299730,Who's the Man?
17952857,Born Yesterday
3411885,Gunmen
231700,Wrestling Ernest Hemingway
98967,Totally F***ed Up
84859,Wilder Napalm
2570145,Calendar Girl
764083,"Bodies, Rest & Motion"
1910763,The Scent of Green Papaya
3560604,Once Upon a Time in China III
168180,Witchboard 2
2691899,Sankofa
2786807,Hexed
472598,Caro diario
21647,Morning Glory
5495507,Three of Hearts
120623,Watch It
2970,Philadelphia Experiment II
355974,El papalote azul
953755,Love & Human Remains
57115,The Saint of Fort Washington
1001437,Ruby in Paradise
28341469,The Shawshank Redemption
107928762,Pulp Fiction
330252182,Forrest Gump
19501238,LÈon: The Professional
312900000,The Lion King
105264608,Interview with the Vampire: The Vampire Chronicles
121248145,Speed
51764950,The Little Rascals
52700832,Four Weddings and a Funeral
119938730,The Mask
127175354,Dumb and Dumber
50282766,Natural Born Killers
66638883,Legends of the Fall
71565669,Stargate: la puerta del tiempo
146282411,True Lies
50693162,The Crow
72217000,Ace Ventura: Pet Detective
25052000,Wyatt Earp
130512915,The Flintstones
45610410,D2: The Mighty Ducks
20982557,Reality Bites
75668868,Star Trek: Generations
5887457,Ed Wood
18090181,New Nightmare
3151130,Clerks
22006296,Mary Shelley's Frankenstein
122187717,Clear and Present Danger
50083616,Little Women
38087756,Ri¢hie Ri¢h
141626,Texas Chainsaw Massacre: The Next Generation
16671505,Baby's Day Out
33423521,Street Fighter
19288821,Little Giants
5370000,Airheads
11220670,"Las aventuras de Priscilla, reina del desierto"
3049135,Criaturas celestiales
8946600,In the Mouth of Madness
33683817,Nell
92115211,The Client
101631272,Maverick
144833357,The Santa Clause
22355000,Blue Chips
25479558,My Father the Hero
600200,Chungking Express
57362581,The Specialist
30577969,Blank Check
24332324,Renaissance Man
44342956,El Libro de la Selva
15185594,La boda de Muriel
50236831,Angels in the Outfield
42610000,Beverly Hills Cop III
24822619,Quiz Show
83015089,Disclosure
2201126,Somos guerreros
20160000,"Corrina, Corrina"
65012000,Wolf
51132598,Naked Gun 33 1/3: The Final Insult
15240435,Bad Girls
13670688,The Pagemaster
2869369,The Hudsucker Proxy
19721814,Color of Night
46815748,The River Wild
4350774,PCU
4043686,Three Colors: Red
22150451,Don Juan DeMarco
10471613,Camp Nowhere
11546543,The Legend of Drunken Master
36763355,Junior
44853581,Timecop: PolicÌa del futuro
20042048,Only You
17359799,My Girl 2
9771658,The Swan Princess
30626182,Major League II
16036534,Above the Rim
16096000,The Getaway
37800323,It Could Happen to You
9914409,Immortal Beloved
11300653,Ready to Wear
6138485,The Last Seduction
50021959,When a Man Loves a Woman
4183379,ExÛtica
38590500,On Deadly Ground
6841570,Exit to Eden
14815000,Threesome
7690013,Surviving the Game
2881508,Shallow Grave
13640000,Crooklyn
3359465,Blue Sky
8914777,The Next Karate Kid
30155037,Blown Away
8638072,The Puppet Masters
11373501,Pulgarcita
17193886,Miracle on 34th Street
32055248,The Shadow
1596700,Chasers
2017346,Queen Margot
13383737,Bullets Over Broadway
28864707,In the Army Now
7881335,Serial Mom
1464625,Three Colors: White
4630377,Black Beauty
20043254,With Honors
7138449,North
15340000,No Escape
16551365,The War
21848932,Il Postino
39487686,Nobody's Fool
4264509,Brainscan
15238994,The Madness of King George
60822,It's Pat: The Movie
8094616,Fresh
18137661,Milk Money
16819465,Andre
6507514,The Road to Wellville
11439193,The Ref
19604000,8 Seconds
7294403,Eat Drink Man Woman
8009329,The Chase
126247,Police Academy: Mission to Moscow
29392418,A Low Down Dirty Shame
2341309,Double Dragon
1359736,Spanking the Monkey
2104000,Death and the Maiden
19710,De amor y de sombras
43622150,City Slickers II: The Legend of Curly's Gold
26372663,I.Q.
7411659,Clifford
71368,A Troll in Central Park
20277185,The Cowboy Way
13145977,Greedy
12211068,Little Big League
11784000,3 Ninjas Kick Back
6798240,Mixed Nuts
376928,Swimming with Sharks
28720380,Drop Zone
1702394,Death Wish V: The Face of Death
20851521,Jason's Lyric
20928892,Intersection
16344520,Mi adorable delincuente
21006361,Iron Will
253969,Cemetery Man
16821273,Lightning Jack
16478900,Terminal Velocity
13829734,Highlander: The Final Dimension
763847,Before the Rain
2332728,To Live
38824341,The Paper
3662459,Cabin Boy
161410,Sleep with Me
2616503,Burnt by the Sun
217881,Sister My Sister
18250211,Love Affair
1777020,I Like It Like That
18438164,Getting Even with Dad
4358940,Wagons East
30806194,I Love Trouble
19281235,House Party 3
2260622,Leprechaun 2
7892208,Blankman
1422749,Death Machine
4176932,Priest
319123,Trading Mom
2392599,Backbeat
173526,Ashes of Time
2667163,The Scout
6101600,The Secret of Roan Inish
11384038,Cops and Robbersons
2144667,Mrs. Parker and the Vicious Circle
12712,War of the Buttons
27053498,Guarding Tess
3038499,China Moon
1519366,Being Human
202458,A Pure Formality
21011500,The Air Up There
305070,Rapa Nui
5777916,Trapped in Paradise
1095885,Little Odessa
3134081,The Favor
63649,S.F.W.
20664501,Speechless
1007583,Cobb
70936,It Runs in the Family
9979683,Lassie
2122948,Farinelli
3428774,A Simple Twist of Fate
856422,Amateur
3180674,Silent Fall
3313633,The Glass Shield
7266973,Barcelona
123509,There Goes My Baby
8878839,White Fang 2: Myth of the White Wolf
124693,Oleanna
3692874,Jimmy Hollywood
3021629,Princess Caraboo
10209111,I'll Do Anything
1299060,Radioland Murders
986314,Mosquito
766464,The Sum of Us
464423,The Browning Version
9398308,Angie
1746050,Vanya on 42nd Street
759393,Double Happiness
2408311,Go Fish
1238080,"Car 54, Where Are You?"
8534,River of Grass
538534,Tom & Viv
446934,Nadja
917915,Wild Reeds
152457,Ladybird Ladybird
3337685,Squanto: A Warrior's Tale
304852,Dance Me Outside
642000,The Monster
40300,Through the Olive Trees
1000000,"Little Indian, Big City"
7503192,Clean Slate
713234,Holy Matrimony
366506,Maybe... Maybe Not
2308390,A Good Man in Africa
111015,I Can't Sleep
311922,La fille de d'Artagnan
100125643,Se7en
100475249,Jumanji
75600000,Braveheart
23341568,The Usual Suspects
67436818,Heat
56631572,Clueless
141600000,Pocahontas
57141459,Twelve Monkeys
191796233,Toy Story
184031112,Batman Forever
106600000,GoldenEye
42438300,Casino
7417210,Kids
20302961,Showgirls
100328194,Casper
515905,Ghost in the Shell
27467564,Friday
5535405,Before Sunrise
70454098,Mortal Kombat
173837933,Apollo 13
7564000,Hackers
65807024,Bad Boys
100012499,Die Hard with a Vengeance
25588750,Billy Madison
88246220,Waterworld
81022101,Congo
43182776,Sense and Sensibility
72077000,Get Shorty
65000000,The American President
4064333,Tank Girl
30862146,Powder
60074103,Species
1513028,The City of Lost Children
31968347,AdiÛs a Las Vegas
2424439,The Basketball Diaries
25625110,Desperado
17689177,Heavy Weights
303841,Empire Records
66600000,"Babe, el puerquito valiente"
7919000,Strange Days
108385533,Ace Ventura: When Nature Calls
4301331,Four Rooms
309811,La Haine
81057016,While You Were Sleeping
18636537,R·pida y mortal
29412050,Major Payne
34693481,Judge Dredd
35348597,A Goofy Movie
9417567,Village of the Damned
32700000,Tommy Boy
10019307,A Little Princess
46576136,The Brady Bunch Movie
39387284,Dead Man Walking
69870000,Grumpier Old Men
36474193,"To Wong Foo Thanks for Everything, Julie Newmar"
27400000,Now and Then
19474589,It Takes Two
32051917,Copycat
24361867,Dolores Claiborne
37804616,Mighty Morphin Power Rangers: The Movie
67823573,Outbreak
1037847,Dead Man
91400000,Crimson Tide
71516617,The Bridges of Madison County
84919401,Dangerous Minds
21284514,To Die For
704543,Kicking and Screaming
2122561,Mallrats
15116634,Halloween: The Curse of Michael Myers
50024083,Under Siege 2: Dark Territory
19076000,Johnny Mnemonic
38290723,Higher Learning
50012507,A Walk in the Clouds
6700000,Mighty Aphrodite
30306268,Assassins
53672080,Sabrina
31600000,Rob Roy
37600435,First Knight
10693649,Dr·cula: Muerto pero feliz
10017322,Cutthroat Island
21088568,Tales from the Crypt: Demon Knight
50727965,The Net
24200000,Dead Presidents
38896854,French Kiss
35617599,The Indian in the Cupboard
82569971,Mr. Holland's Opus
10400000,The Scarlet Letter
19751736,Vampire in Brooklyn
11268750,Balto
13406717,A Kid in King Arthur's Court
16115878,The Prophecy
76594000,Father of the Bride Part II
1194152,When Night Is Falling
4771000,Welcome to the Dollhouse
2167808,Wild Bill
5781885,Asesinos cibernÈticos
9685976,The Baby-Sitters Club
339889,Total Eclipse
24048000,Virtuosity
13560960,Nixon
9795017,Jade
17725500,The Big Green
13293081,Lord of Illusions
32392047,Rumble in the Bronx
512245,Safe
36853222,Just Cause
23574130,How to Make an American Quilt
442965,The Last Supper
2112951,Othello
50892160,Something to Talk About
67052156,Waiting to Exhale
1781383,El triturador
17382000,Murder in the First
30077111,Free Willy 2: The Adventure Home
20350171,Sudden Death
69700000,Nine Months
13040603,Clockers
15324,The Day of the Beast
23397365,CÌrculo de amigos
24700000,Operation Dumbo Drop
40070995,Man of the House
529766,Things to Do in Denver When You're Dead
178104,Canadian Bacon
11079373,My Family
23735802,Tom and Huck
259319,The Doom Generation
1148752,Living in Oblivion
8349430,Smoke
16030096,Devil in a Blue Dress
832910,The Crossing Guard
6029091,Gold Diggers: The Secret of Bear Mountain
35324232,Money Train
62949,Delta of Venus
8169363,Nick of Time
17518220,Home for the Holidays
14942422,Kiss of Death
2600000,Richard III
11797927,Tales from the Hood
7603766,Losing Isaiah
23450000,Boys on the Side
8247627,Tall Tale
6014340,The Walking Dead
7919823,Bushwhacked
10246600,The Brothers McMullen
12100000,Bye Bye Love
11534477,Fair Game
7400000,Last of the Dogmen
5304000,Angels and Insects
2568429,The Cure
4821759,Angus
407618,3 Ninjas Knuckle Up
986128,Heavy
4686937,Senior Trip
1977544,The Incredibly True Adventure of Two Girls in Love
3760515,White Man's Burden
33194500,Forget Paris
3987649,Fluke
13940383,Candyman: Farewell to the Flesh
4100000,Restoration
5221281,Miami Rhapsody
10904930,The Englishman Who Went Up a Hill But Came Down a Mountain
302393,The Addiction
76882,La CÈrÈmonie
1275999,Blue in the Face
6607652,The Hunted
26325256,Houseguest
30890,Beyond the Clouds
12201255,Hideaway
3983912,La piedra y el ping¸ino
17014653,Jury Duty
6849998,Never Talk to Strangers
1162000,The Flower of My Secret
218626,Jack & Sarah
230187,Land and Freedom
2763020,Dr. Jekyll and Ms. Hyde
15453274,Mad Love
2474000,Jefferson in Paris
42202,Ulysses' Gaze
4823217,Antonia's Line
3700000,Bad Company
3565508,New Jersey Drive
532268,Funny Bones
258195,An Awfully Big Adventure
2488858,Moonlight and Valentino
472370,Party Girl
5750110,Beyond Rangoon
3487767,Jeffrey
7506759,The Amazing Panda Adventure
6834525,Panther
294991,Rumpelstiltskin
536023,The Underneath
11642946,Far from Home: The Adventures of Yellow Dog
3242342,Carrington
1110104,Georgia
3674841,Born to Be Wild
7025496,Three Wishes
7557877,The Jerky Boys
2832826,The Perez Family
5093707,Top Dog
47687,Napoleon
26282,Two Bits
1204430,Mute Witness
116797,The Star Maker
911310,Stuart Saves His Family
493007,The Grass Harp
3992809,Gordy
65682,Killer: A Journal of Murder
76875,Flirt
1877179,The Horseman on the Roof
1176982,Destiny Turns on the Radio
12100000,Roommates
346839,A Midwinter's Tale
2643346,Magic in the Water
15054389,Wings of Courage
7929241,Unstrung Heroes
2196534,A Month by the Lake
136153,A Single Girl
474047,The White Balloon
44757,The Fantasticks
961147,Separate Lives
241721524,Twister
16501785,Trainspotting
24611975,Fargo
103046663,Scream
25753840,From Dusk Till Dawn
306169255,Independence Day
46351345,Romeo + Juliet
33084249,Matilda
38624000,Happy Gilmore
4109095,Kama Sutra: A Tale of Love
49100000,Sleepers
78651430,The English Patient
153952592,Jerry Maguire
24881000,The Craft
180981856,Mission: Impossible
56116183,Primal Fear
90463534,Space Jam
134069511,The Rock
20754000,Fear
108766007,A Time to Kill
37771017,Mars Attacks!
16675000,Hellraiser: Bloodline
20191312,The People vs. Larry Flynt
124060553,The Birdcage
27663982,The Island of Dr. Moreau
100138851,The Hunchback of Notre Dame
7340103,The Crucible
25809813,That Thing You Do!
24475416,Sling Blade
92001027,First Contact
2038450,Crash: ExtraÒos placeres
56569216,Executive Decision
53854588,Tin Cup
560069,Bottle Rocket
26757000,Bio-Dome
136189294,101 Dalmatians
20109115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
24944213,Kingpin
28934758,James and the Giant Peach
3798532,Bound
33109743,Striptease
105489203,The First Wives Club
15171475,Thinner
51367375,DragonHeart
128814019,The Nutty Professor
2293037,El libro de cabecera
4505922,Swingers
60240295,The Cable Guy
4414535,Hamlet
16759216,Muertos de miedo
4573330,Stealing Beauty
22201883,Emma
10597759,Beautiful Girls
25477365,Escape from L.A.
33328051,The Long Kiss Goodnight
4040691,Contra viento y marea
95318203,Michael
58620973,Jack
101295562,Eraser
11114000,2 Days in the Valley
70770147,Broken Arrow
20100000,Multiplicity
36049108,Set It Off
14048372,The Arrival
38619405,Garras
11881039,Big Night
22936273,D3: The Mighty Ducks
60573641,Jingle All the Way
25785603,Down Periscope
4440,Pusher
136492681,Ransom
50047179,Evita
17600000,Last Man Standing
104636382,Phenomenon
12782508,Marvin's Room
46151454,One Fine Day
59031057,Courage Under Fire
9714482,Everyone Says I Love You
222559,Hard Eight
35811509,Claroscuro
33023469,Daylight
17300889,The Phantom
2961991,Basquiat
