gross,name
51758599,Exit Wounds
6290673,One Night at McCool's
11434216,The Shipping News
49046,Pulse
10965209,Antitrust
24044532,Angel Eyes
1080072,Crush
17292381,Max Keeble's Big Move
64186502,Estrenando Cuerpo
1141829,L.I.E.
2902000,Kabhi Khushi Kabhie Gham...
6719973,Town & Country
13264986,American Outlaws
6114237,Impostor
695876,Human Nature
32095318,What's the Worst That Could Happen?
623374,Texas Rangers
13558739,Tomcats
4919896,Birthday Girl
13876974,Monsoon Wedding
9189,Sangre canÌbal
7496522,The Curse of the Jade Scorpion
7022940,Kissing Jessica Stein
112952899,Dr. Dolittle 2
490475,Tape
5308707,Made
4777007,Just Visiting
4273372,Glitter
37285,Millennium Actress
724116,Fat Girl
27053815,El mosquetero
4186931,Lovely & Amazing
3288164,Thirteen Conversations About One Thing
517872,The Grey Zone
4720371,The Other Side of Heaven
5516708,Say It Isn't So
850023,An American Rhapsody
7307756,Bones
912442,Storytelling
33357476,See Spot Run
27457409,The Brothers
300000,Dil Chahta Hai
10097096,The Wash
8821782,The Deep End
668140,Charlotte Gray
624153,Son of the Bride
7288451,The Forsaken
103215,La CiÈnaga
304909,Me Without You
23978402,Corky Romano
69716,Manic
430313,The Affair of the Necklace
36696761,Recess: School's Out
419414,Bride of the Wind
22770864,Joe Somebody
1359133,Read My Lips
3209481,The Cat's Meow
3100650,Soul Survivors
411034,CQ
4460426,Parejas en conflicto
13031,Dog Days
637769,Blow Dry
4447014,Tortilla Soup
80636,Invincible
702777,Ashoka the Great
22235901,Two Can Play That Game
4160475,Mostly Martha
81525,Wasabi
23247539,Kingdom Come
1014416,The Son's Room
687194,The Caveman's Valentine
302675,Intacto
4356743,On the Line
405182,Little Secrets
3786801,Atanarjuat: The Fast Runner
319125,The Safety of Objects
6173485,En alg˙n lugar de ¡frica
77812000,Gangs of New York
261988482,Harry Potter and the Chamber of Secrets
403706375,Spider-Man
164615351,Catch Me If You Can
7563397,City of God
32572577,The Pianist
41227069,A Walk to Remember
753501,Irreversible
170687518,Chicago
45064915,28 Days Later...
342551365,The Lord of the Rings: The Two Towers
129128133,The Ring
116724075,8 Mile
153288182,Scooby-Doo
52801000,Unfaithful
132072926,Minority Report
4059680,Secretary
121661683,The Bourne Identity
54234062,The Count of Monte Cristo
104454762,Road to Perdition
127223418,Sweet Home Alabama
310675583,Star Wars: Episode II - Attack of the Clones
78122718,We Were Soldiers
96397334,Panic Room
67355513,Insomnia
41675994,The Hours
93149898,DragÛn rojo
40119709,Resident Evil
1203974,Equilibrium
160942139,Die Another Day
190418803,Men in Black II
227966634,Signs
22245861,Adaptation.
82348319,Blade II
241438208,Casarse... est· en griego
43254409,Star Trek: Nemesis
176387405,Ice Age
142109382,xXx
35081594,The Hot Chick
145794338,Lilo & Stitch
213307889,Austin Powers in Goldmember
32543449,Bend It Like Beckham
46566212,Phone Booth
25885000,Frida
41032915,Orange County
38176783,Treasure Planet
35168966,K-19: The Widowmaker
21005329,Van Wilder: Party Liaison
43061982,Reign of Fire
91047077,The Scorpion King
17844216,Punch-Drunk Love
30113491,Ghost Ship
24718164,The Sweetest Thing
14970038,Solaris
25296447,The Transporter
41385278,About a Boy
14448589,Life or Something Like It
53710019,Hero
169659,Infernal Affairs
30336800,Queen of the Damned
35746370,The Mothman Prophecies
93354851,Two Weeks Notice
40007742,Enough
14015786,The Good Girl
13060843,25th Hour
21158188,Cabin Fever
73280117,Spirit: Stallion of the Cimarron
56684819,The Time Machine
30354442,Halloween: Resurrection
40390647,Blue Crush
40914068,Windtalkers
40077257,Collateral Damage
126293452,Mr. Deeds
118907036,The Sum of All Fears
94011225,Maid in Manhattan
71756802,John Q
6532619,The Rules of Attraction
9284265,Talk to Her
30160161,Bad Company
41543207,High Crimes
3115188,Asterix and Obelix Meet Cleopatra
19158074,Tuck Everlasting
85846429,Spy Kids 2: Island of Lost Dreams
6835856,Moonlight Mile
1641788,Spider
16003576,Confessions of a Dangerous Mind
65016287,About Schmidt
31874869,Murder by Numbers
15854988,Far from Heaven
23443124,Eight Crazy Nights
32983713,Friday After Next
37191304,Crossroads
31597131,One Hour Photo
17322606,Eight Legged Freaks
37950822,40 Days and 40 Nights
45289,Sympathy for Mr. Vengeance
47811275,Big Fat Liar
1587173,Nicholas Nickleby
50547998,The Tuxedo
9680913,S1m0ne
62536,Trapped
28972187,The New Guy
150277,May
410241,Spun
75600072,The Rookie
7876,Swept Away
8586376,Boat Trip
12398628,Undisputed
16033556,Kung Pow: Enter the Fist
16346122,White Oleander
6592103,Mujer fatal
9059588,Dark Blue
139236327,The Santa Clause 2
66818548,Changing Lanes
3042188,Paid in Full
605562,Below
36985501,Clockstoppers
7262288,Big Trouble
4839383,Hollywood Ending
81172560,Snow Dogs
28563926,Swimfan
56398162,Drumline
20779666,La leyenda de las ballenas
26199517,Blood Work
18306166,The Four Feathers
75782105,Barbershop
51432423,Like Mike
104533,Secret Things
1130379,24 Hour Party People
38082712,Showtime
33105600,I Spy
764554,The Salton Sea
40363530,The Master of Disguise
8378141,The Importance of Being Earnest
19076815,Hart's War
2003420,Bubba Ho-Tep
325661,Ju-on: The Grudge
38230435,Undercover Brother
181655,Lilya 4-Ever
8111360,Dirty Pretty Things
69599016,Divine Secrets of the Ya-Ya Sisterhood
4420080,The Adventures of Pluto Nash
21078145,Antwone Fisher
64956806,Stuart Little 2
10460089,Narc
15539266,Tierra de sueÒos
18990798,Rollerball
267109,Waking Up in Reno
30063805,Dragonfly
8355815,Death to Smoochy
256620,The Reckoning
144008,Dahmer
16930185,Serving Sara
10198766,Sorority Boys
22163442,Darkness
3895664,L'auberge espagnole
12987647,The Quiet American
37439,Russian Ark
12840842,They
17639,Sonny
6165429,Cerca de la libertad
562059,Poolhall Junkies
6073,Bundy
48430258,Peter Pan II: Return to Neverland
10727683,Abandon
5844929,Real Women Have Curves
3663356,Laurel Canyon
13208023,Feardotcom
16988996,The Country Bears
1483975,Evelyn
4814244,Slackers
14294842,Ballistic: Ecks vs. Sever
32122249,Analyze That
236266,Gerry
4890878,The Magdalene Sisters
3500000,Devdas
2062066,Auto Focus
3076425,8 Women
28658,New Best Friend
768045,Bloody Sunday
14060950,The Emperor's Club
10103647,Possession
6044618,Deuces Wild
4681503,Igby Goes Down
774317,Heaven
22433915,City by the Sea
79161,Eye See You
31538,Sweet Sixteen
5350371,The Truth About Charlie
121756,All or Nothing
2506446,Full Frontal
15361537,Half Past Dead
921547,The Man Without a Past
27362712,Brown Sugar
25482931,All About the Benjamins
30307416,The Banger Sisters
3684305,Pinocchio
122308,Open Hearts
305690,Pumpkin
5709616,El crimen del padre Amaro
2377348,Sendero de sangre
3034181,The Guru
13134,The Slaughter Rule
43061,City of Ghosts
1266828,Roger Dodger
1009827,He Loves Me... He Loves Me Not
146402,Mondays in the Sun
267194,Morvern Callar
11411644,The Powerpuff Girls Movie
103874,XX/XY
40108697,The Wild Thornberrys Movie
333976,Welcome to Collinwood
2099719,State Property
13571817,Juwanna Mann
17504595,Empire
503714,The Eye
3802390,Better Luck Tomorrow
13684949,Hey Arnold! The Movie
527019,Max
76584,So Close
1800,The Room
305413918,Pirates of the Caribbean: The Curse of the Black Pearl
70099045,Kill Bill: Vol. 1
377845905,The Lord of the Rings: The Return of the King
59696144,Love Actually
707481,Oldboy: Cinco dÌas para vengarse
35667218,Jeepers Creepers II
90135191,Mystic River
2531462,The Dreamers
132177234,Hulk
380843261,Finding Nemo
44585453,Lost in Translation
80571655,The Texas Chainsaw Massacre
4599680,Thirteen
34469210,Monster: Asesina en serie
15417771,Wrong Turn
138614544,Cheaper by the Dozen
281492479,The Matrix Reloaded
67406573,Holes
51970690,Underworld
66257002,Big Fish
431881,Daredevil
111110575,The Last Samurai
81261177,School of Rock
150371112,Terminator 3: Rise of the Machines
106128601,The Italian Job
52159536,Identity
82622655,Freddy vs. Jason
75585093,Old School
127154901,2 Fast 2 Furious
139313948,Matrix Revolutions
1530386,Dogville
66465204,The League of Extraordinary Gentlemen
48462608,Peter Pan
12634962,House of 1000 Corpses
33715436,Dreamcatcher
65660196,Lara Croft Tomb Raider: The Cradle of Life
95636509,Cold Mountain
242829261,Bruce Almighty
214949694,X-Men 2
93927920,Master and Commander: The Far Side of the World
58331254,Open Range
47726342,The Rundown
173398518,Elf
105813373,How to Lose a Guy in 10 Days
101149285,The Cat in the Hat
110230332,Freaky Friday
100830111,Charlie's Angels: Full Throttle
11634362,Girl with a Pearl Earring
138608444,Bad Boys II
104565114,American Wedding
41407470,Secondhand Lions
46961214,Final Destination 2
16248701,21 Grams
19593740,The Life of David Gale
14131,Memories of Murder
13005485,House of Sand and Fog
42672630,The Lizzie McGuire Movie
56359780,Once Upon a Time in Mexico
31186896,The Core
110003217,Scary Movie 3
63860942,Mona Lisa Smile
365734,The Brown Bunny
135645823,Anger Management
20298207,Down with Love
5381227,The Human Stain
30610863,Open Water
3681066,High Tension
43610723,Under the Tuscan Sun
43734876,Tears of the Sun
30013346,Hollywood Homicide
111761982,Spy Kids 3: Game Over
26483452,Sinbad: Legend of the Seven Seas
35990505,What a Girl Wants
26900336,The Missing
124728738,Something's Gotta Give
59694580,Gothika
116934650,S.W.A.T.
28082366,Johnny English
47811138,Agent Cody Banks
75847266,The Haunted Mansion
26536120,B·sico y letal
60060328,Bad Santa
15589458,View from the Top
53790451,Paycheck
10105505,Swimming Pool: juegos perversos
36906460,Matchstick Men
104297061,Daddy Day Care
52802140,The Recruit
1227000,Elephant
85336277,Tierra de osos
21384035,Cold Creek Manor
26183197,A Man Apart
34308901,Malibu's Most Wanted
132716677,Bringing Down the House
4426297,M·s all· de las fronteras
19481943,Timeline
4064200,Good Bye Lenin!
20991364,Looney Tunes: Back in Action
40905277,Out of Time
1056102,Wonderland
49443628,Runaway Jury
33832741,Stuck on You
66934963,Kangaroo Jack
35327628,Intolerable Cruelty
32551396,Darkness Falls
30222640,Honey
548707,Love Me If You Dare
6068735,Gigli
4750602,In the Cut
7659747,The Order
34238611,The Hunted
26276465,Dumb and Dumberer: When Harry Met Lloyd
56127162,Just Married
60476872,Shanghai Knights
90186328,"Legally Blonde 2: Red, White & Blonde"
120277854,Seabiscuit
36922190,Uptown Girls
502028,The Return
5111630,Grind
1971135,Coffee and Cigarettes
5739376,The Station Agent
10249719,House of the Dead
34604054,Cradle 2 the Grave
15280,Evil
5791328,Lutero
52277485,Radio
21897389,Love Don't Cost a Thing
22108977,The Medallion
35764982,National Security
12870569,Gods and Generals
6126237,Chasing Papi
2220008,Shattered Glass
15408822,A Guy Thing
9074550,The Divorce
6886089,Willard
1628154,Camp
74864,Ned Kelly
4922166,From Justin to Kelly
728253,Party Monster
3203044,Anything Else
23020488,Bulletproof Monk
1302242,Sylvia
4560061,Ong-Bak: The Thai Warrior
767240,Young Adam
20440627,The In-Laws
39399750,Rugrats Go Wild
37788228,Head of State
7002255,The Triplets of Belleville
22734486,Dickie Roberts: Former Child Star
254224,The Best of Youth
548712,All the Real Girls
9692135,Duplex
1310470,Saints and Soldiers
128985,Tokyo Godfathers
31041759,Calendar Girls
1174139,I Capture the Castle
26300,Barely Legal
284002,I Am David
12212417,Confidence
8243880,The Cooler
17508936,A Mighty Wind
21701045,Biker Boyz
1787378,Kal Ho Naa Ho
6003587,American Splendor
7375836,It Runs in the Family
1571504,Veronica Guerin
732241,The Shape of Things
343816,The United States of Leland
2528664,Pieces of April
819939,Latter Days
2483,The Green Butchers
15550605,My Boss's Daughter
14108518,How to Deal
497208,Taxi 3
213954,Carandiru
47887943,The Jungle Book 2
2380788,"Spring, Summer, Fall, Winter... and Spring"
336456,The Singing Detective
56127,Dorm Daze
37566230,Good Boy!
1062253,The Mother
237183,Kontroll
54523,29 palmas - Pasiones salvajes
30238577,The Fighting Temptations
61439,Time of the Wolf
395592,La vida sin mÌ
41196,Undead
896993,Intermission
197148,Code 46
931755,Bright Young Things
3432342,The Barbarian Invasions
54419,Gozu
33225,Shade
4068087,The Visual Bible: The Gospel of John
853718,The Blind Swordsman: Zatoichi
2281585,The Company
23103423,Piglet's Big Movie
681000,Koi... Mil Gaya
377271,Pride and Prejudice
14208384,Alex & Emma
647054,Japanese Story
19067,Stander
1011054,Owning Mahowny
1615118,I'm Not Scared
14811,Easy
358804,I'll Sleep When I'm Dead
7221,Zero Day
17334912,Deliver Us from Eva
20838,Nathalie...
6140,It's All About Love
306224,Dot the I
533344,Masked and Anonymous
482357,Strayed
365727,Baadasssss!
836225,Chalte Chalte
72762,Reconstruction
34720,"Goodbye, Dragon Inn"
279282,The Battle of Shaker Heights
332015,The Memory of a Killer
81001787,The Notebook
56000369,Saw
133378256,Troy
114197520,The Village
59623958,Hellboy
86058055,Mean Girls
249358727,Harry Potter and the Prisoner of Azkaban
261441092,The Incredibles
34400301,Eternal Sunshine of the Spotless Mind
186740799,The Day After Tomorrow
66208183,Kill Bill: Vol. 2
33682273,The Punisher
17718223,EuroTrip
13542874,Shaun of the Dead
120177084,Van Helsing
51268815,The Phantom of the Opera
14589444,The Girl Next Door
70831760,White Chicks
1082715,The Machinist
54580300,Crash
44540956,Napoleon Dynamite
5509040,Downfall
100492203,Million Dollar Baby
57938693,The Butterfly Effect
17083732,Chucky 5: El Hijo de Chucky
2338695,Layer Cake
59020957,Dawn of the Dead
370782930,The Passion of the Christ
24006726,The Life Aquatic with Steve Zissou
33987757,Closer
4711096,Howl's Moving Castle
102608827,El aviador
114326736,Dodgeball: A True Underdog Story
51882244,King Arthur
118627117,A Series of Unfortunate Events
57231747,13 Going on 30
51680613,Finding Neverland
373585825,Spider-Man 2
101005703,Collateral
144801023,"I, Robot"
176241941,The Bourne Supremacy
436471036,Shrek 2
77911774,Man on Fire
34297191,Alexander
57761012,The Chronicles of Riddick
51438175,A Cinderella Story
77872883,The Terminal
71503593,Sideways
120908074,50 First Dates
49835,9 Songs
85288303,Anchorman: The Legend of Ron Burgundy
80282231,AVP: Alien vs. Predator
173008894,National Treasure
95170481,The Princess Diaries 2: Royal Engagement
52411906,Blade: Trinity
61188085,Juego de viernes por la noche
125544280,Ocean's Twelve
88097164,Along Came Polly
14161590,Dirty Dancing: Havana Nights
424760,Primer
18225165,Harold & Kumar Go to White Castle
32774834,Team America: World Police
22918387,Ella Enchanted
26782316,Garden State
59484742,The Stepford Wives
9436390,Sleepover
110359362,The Grudge
29331068,Confessions of a Teenage Drama Queen
183373735,The Polar Express
51201453,Resident Evil: Apocalypse
5792822,Before Sunset
23472900,Hotel Rwanda
48022900,Secret Window
279261160,Meet the Fockers
65955630,The Manchurian Candidate
160861908,Shark Tale
32682342,Taking Lives
40202379,Catwoman
17108591,Kung Fu Hustle
39799191,The Ladykillers
45860039,Walking Tall
84216833,Scooby-Doo 2: Monsters Unleashed
42044321,Spanglish
37760080,Sky Captain and the World of Tomorrow
24008137,Around the World in 80 Days
85417988,The SpongeBob SquarePants Movie
64378093,Miracle
75331600,Ray
40226215,Bridget Jones: The Edge of Reason
2086345,The Sea Inside
10411980,Raise Your Voice
6167817,A Very Long Engagement
12831121,Wicker Park
36611066,Taxi
28165882,The Prince and Me
88237754,Starsky & Hutch
21009180,Flight of the Phoenix
12189514,Chasing Liberty
697181,Mysterious Skin
16702864,Catch That Kid
17001133,Wimbledon
96793,D.E.B.S.
32003620,Cellular
6013,Dead Man's Shoes
4480744,La isla maldita
12784713,I Heart Huckabees
75369589,Garfield
1197786,District B13
10214647,Kinsey
66641205,The Forgotten
58169327,Without a Paddle
16756372,The Motorcycle Diaries
25266129,Jersey Girl
11050094,House of Flying Daggers
16136476,Vanity Fair
261481,2046
13922211,Soul Plane
6768055,Thunderbirds
41821986,Exorcist: The Beginning
4992159,Club Dread
17071962,Win a Date with Tad Hamilton!
10387706,The Perfect Score
8940582,Saved!
67286731,Hidalgo
603951,Mean Creek
40066497,You Got Served
73780539,Christmas with the Kranks
28328132,After the Sunset
21215059,Torque
4835065,The Libertine
6318709,Beyond the Sea
1339668,A Dirty Shame
14018364,New York Minute
9055010,First Daughter
3765585,The Merchant of Venice
5005883,Birth
5211842,Bad Education
13399812,Alfie
992238,My Summer of Love
6601079,Bride & Prejudice
6471394,The Big Bounce
23222861,Agent Cody Banks 2: Destination London
548039,The Final Cut
57890460,Shall We Dance
22414961,The Alamo
74541707,Ladder 49
32238923,Anacondas: The Hunt for the Blood Orchid
37486138,Raising Helen
3635164,The Chorus
40601,The Woodsman
144065,Before the Fall
9109322,Superbabies: Baby Geniuses 2
1043896,Ghost in the Shell 2: Innocence
12181484,Envy
16323969,The Whole Ten Yards
13337299,De-Lovely
159171,A Love Song for Bobby Long
1487477,Night Watch
2921738,Veer-Zaara
25195050,Twisted
18947630,Two Brothers
50030461,Home on the Range
29058,The Heart Is Deceitful Above All Things
45489752,In Good Company
48116322,Fat Albert
175408,P.S.
31179516,Johnson Family Vacation
3835551,The Door in the Floor
92214,Amor o sexo
101107,Riding the Bullet
75829,Three... Extremes
4434432,Spartan
398278,Head in the Clouds
2694071,Bobby Jones: Stroke of Genius
70395,Ma mËre
17848322,Las leyes de atracciÛn
6517198,Maria Full of Grace
121166,Lila Says
365134,She Hate Me
95016,Summer Storm
6583149,Millions
371081,House of D
34000,Black Friday
20422207,Little Black Book
3825351,Melinda and Melinda
120620,It's All Gone Pete Tong
3753806,Vera Drake
6759422,Ladies in Lavender
24947,Undertow
9910,As It Is in Heaven
70527,Eulogy
14469428,Welcome to Mooseport
1223240,Swades
1186323,Saving Face
8725813,Suspect Zero
155212,Eating Out
1340891,Dear Frankie
358262,Enduring Love
14379751,Godsend
5763875,The Clearing
367027,Highwaymen
795126,Saint Ralph
21864,Rory O'Shea Was Here
65111277,Barbershop 2: Back in Business
7739049,"Julia, una mujer seductora"
256822,Turtles Can Fly
2037545,We Don't Live Here Anymore
223144,A Good Woman
188248,Eros
238507,3-Iron
21800302,Mr 3000
2623,Calvaire
776691,Stage Beauty
553368,Palindromes
195378,Modigliani
11663156,Surviving Christmas
8054280,Connie and Carla
410388,Steamboy
1029872,A Home at the End of the World
19762690,Yu-Gi-Oh!: The Movie
29077547,Rent
206459076,Charlie and the Chocolate Factory
290013036,Harry Potter and the Goblet of Fire
206852432,Batman Begins
25514517,Serenity
70511035,V for Vendetta
74103820,Sin City
38405088,Pride & Prejudice
51085416,The Hitchhiker's Guide to the Galaxy
83043761,Brokeback Mountain
209218368,Wedding Crashers
291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
158119460,The Longest Yard
47326473,Hostel
47398413,Kingdom of Heaven
380262555,Star Wars: Episode III - Revenge of the Sith
234280354,War of the Worlds
75976178,Constantine
24409722,Elektra
119519402,Walk the Line
26024456,The Descent
65233369,The Amityville Horror
179495555,Hitch
218080025,King Kong
109449237,The 40-Year-Old Virgin
186336279,Mr. & Mrs. Smith
87039965,Saw II
7362100,The Squid and the Whale
17044981,The Devil's Rejects
53359111,Corpse Bride
63946815,Sky High
35818913,The Island
31726995,The Wedding Date
344095,Green Street Hooligans
61649911,Cinderella Man
62658220,Jarhead
47403685,Munich
56046979,Be Cool
34639939,Hostage
31493782,A History of Violence
154696080,Fantastic Four
23089926,Match Point
29258869,Zathura: A Space Adventure
47144110,Nanny McPhee
193595521,Madagascar
80270227,The Dukes of Hazzard
24149632,Lord of War
1007962,Hard Candy
89707299,Flightplan
57490508,Memoirs of a Geisha
75072454,The Exorcism of Emily Rose
12712093,The New World
32064800,La casa de cera
82571173,Cheaper by the Dozen 2
74494381,Four Brothers
39177684,The Adventures of Sharkboy and Lavagirl 3-D
4243756,Kiss Kiss Bang Bang
16124543,Waiting...
37916267,The Brothers Grimm
25857987,∆on Flux
39008741,The Sisterhood of the Traveling Pants
26873932,xXx: State of the Union
11294832,Casanova
57891803,Red Eye
128200012,Robots
32619671,Just Friends
48318130,Just Like Heaven
2060589,Brick
46464023,The Legend of Zorro
67264877,Coach Carter
66023816,Herbie Fully Loaded
43000262,Rumor Has It...
113086868,The Pacifier
51100486,Hide and Seek
16188180,Wolf Creek
135386665,Chicken Little
11008432,Lords of Dogtown
36024076,Derailed
47806295,The Skeleton Key
18472363,Into the Blue
28031250,Doom
671240,Imagine Me & You
75420,Revolver
43095600,Transporter 2
20700082,Tierra de los muertos
33579797,The Constant Gardener
28747570,Capote
19377727,The Producers
13744960,Broken Flowers
68671925,Sahara
24792061,Thank You for Smoking
50824620,Syriana
3337931,Harsh Times
3626883,Stay
51386611,Hoodwinked!
60062868,The Family Stone
6303762,Regresiones de un hombre muerto
53412862,"Yours, Mine & Ours"
24381334,Ice Princess
211667,Lady Vengeance
50633099,Diary of a Mad Black Woman
3634407,CachÈ
7524766,Proof
76231249,The Ring Two
1819454,Kinky Boots
1900725,The Proposition
10169202,Domino
17018422,Son of the Mask
21835784,A Lot Like Love
82931301,Si te casas... te mato
25473352,Dark Water
30981850,Get Rich or Die Tryin'
15007991,The Cave
66453,Tideland
35424335,The Ringer
29511112,The Fog
18324242,North Country
5128124,The World's Fastest Indian
110332737,Fun with Dick and Jane
26838389,Elizabethtown
31501218,"Good Night, and Good Luck."
22201636,Hustle & Flow
1987287,Oliver Twist
22264487,Deuce Bigalow: European Gigolo
62252415,Bewitched
32880591,In Her Shoes
56110897,The Curse of the Were-Rabbit
54556,Feast
5178569,Alone in the Dark
1410778,The Notorious Bettie Page
5023275,Three Burials
22827153,Prime
8586392,An Unfinished Life
48478006,Miss Congeniality 2: Armed and Fabulous
24520892,Unleashed
72708161,The Interpreter
82674398,Are We There Yet?
19297522,La marca de la bestia
42071069,Fever Pitch
32116746,Stealth
15331289,The Greatest Game Ever Played
52580895,Kicking & Screaming
712294,The Ballad of Jack and Rose
381186,The Quiet
12667,London
19976073,Assault on Precinct 13
540085,Romance & Cigarettes
871527,Where the Truth Lies
68915888,Guess Who
2405420,BloodRayne
46752382,Boogeyman
66851,Beowulf & Grendel
32645546,Because of Winn-Dixie
305688,Pretty Persuasion
4280577,Goal! The Dream Begins
10166502,The Great Raid
43894863,Must Love Dogs
10047674,Cry_Wolf
11905519,The Protector
32868349,Bad News Bears
9015303,Transamerica
36351350,Beauty Shop
1305,Adam's Apples
16808336,Rebound
19699706,Man of the House
22862049,Two for the Money
3101301,Supercross
16247775,The Perfect Man
1705595,Everything Is Illuminated
49772522,Racing Stripes
2068323,Strangers with Candy
881745,Venom
202200,Angel-A
2678691,Junebug
12482775,The Weather Man
1054361,Joyeux Noel
78378,Manderlay
1325073,Thumbsucker
1311633,Happy Endings
1891821,A Sound of Thunder
56386759,White Noise
828699,Breakfast on Pluto
733094,Black
251495,Dominion: Prequel to the Exorcist
384924,Little Manhattan
864959,Mirrormask
10281585,Shopgirl
2804642,La mujer de mi hermano
18761993,The Upside of Anger
145450,Dirty Deeds
1618957,Keeping Mum
16298046,An American Haunting
3885134,Me and You and Everyone We Know
167723,Tamara
11034436,Mrs Henderson Presents
478070,Lovewrecked
32701088,Dreamer: Inspired by a True Story
1666262,The White Countess
454711,Last Days
44785,The Zodiac
56103,The Aura
374903,Asylum
19447478,Valiant
2912363,Tsotsi
117581,Time to Leave
49526,The Chumscrubber
17378977,Roll Bounce
12594698,The Matador
8326035,The Man
121390,13 Tzameti
143615,Man-Thing
101228,Winter Passing
370627,Shadowboxer
247141,Marilyn Hotchkiss' Ballroom Dancing & Charm School
676167,Sophie Scholl: The Final Days
1452402,Paradise Now
323331,Russian Dolls
651234,L'enfant
58116,Dirty Love
79943,The Death of Mr. Lazarescu
53089891,The Prestige
132384315,The Departed
37634615,Pan's Labyrinth
210614939,300
423315812,Pirates of the Caribbean: Dead Man's Chest
10144010,The Fountain
35552383,Children of Men
167445960,Casino Royale
50866635,Apocalypto
124740460,The Devil Wears Prada
11286112,The Lives of Others
244082982,Cars
438653,Idiocracy
46982632,Terror en Silent Hill
163566459,The Pursuit of Happyness
59891098,Little Miss Sunshine
26870825,Pisando firme
2694973,Half Nelson
41778863,The Hills Have Eyes
63224849,The Holiday
2339735,She's the Man
62514415,The Fast and the Furious: Tokyo Drift
217536138,The Da Vinci Code
15962471,Marie Antoinette
57366262,Diamante de sangre
2280348,The Fall
7458269,A Good Year
15229325,Sospechas mortales
88513495,Inside Man
34302837,Babel
80238724,Saw III
39517763,The Texas Chainsaw Massacre: The Beginning
35662731,Smokin' Aces
39868642,The Illusionist
70270943,Rocky Balboa
2223293,El Perfume: Historia de un asesino
234362462,X-Men III: La batalla final
137355633,Click
118703275,The Break-Up
64038616,Deja Vu
6088249,Grandma's Boy
65328121,Step Up
63450470,Miami Vice
200081192,Superman Returns
41011711,John Tucker Must Die
148213377,Talladega Nights: The Ballad of Ricky Bobby
134029801,Mission: Impossible III
128505958,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
327919,This Is England
22494487,Lucky Number Slevin
250863268,Night at the Museum
73661010,Monster House
23292105,The Covenant
60674817,Poseidon
103365956,Dreamgirls
2201923,The Host
36323505,Accepted
9396870,Black Snake Moan
5971336,Basic Instinct 2
5463019,Little Children
71726025,RV
59952835,The Good Shepherd
43545364,We Are Marshall
75030163,Eragon
5501616,A Scanner Darkly
4398392,Black Book
751138,El imperio
42285169,Lady in the Water
1985292,Shortbus
8319186,Tenacious D in The Pick of Destiny
13756082,Letters from Iwo Jima
27829874,Crank
8060487,Al otro lado del mundo
40137776,Stranger Than Fiction
70278893,World Trade Center
7774730,Criaturas rastreras
198000317,Happy Feet
81612565,Eight Below
52330111,The Lake House
33602376,Flags of our Fathers
155019340,Over the Hedge
17605861,The Last King of Scotland
62318875,Underworld: Evolution
64665672,Flushed Away
54098051,Destino final 3
31567134,United 93
18500966,Ultraviolet
5490423,Rescue Dawn
24942,Cashback
6177192,Tell No One
80197993,Nacho Libre
17508670,Notes on a Scandal
56441711,The Queen
34020814,Serpientes a bordo
57789574,Invincible
18595716,Aquamarine
881302,Paprika
23643531,The Wicker Man
18843314,The Marine
19185184,Beerfest
22518325,La Dalia Negra
54607383,The Omen
7006708,Bug
17324744,Just My Luck
57651794,The Benchwarmers
90710620,Scary Movie 4
88715192,Failure to Launch
10525717,Scoop
7025803,Turistas
480314,DOA: Dead or Alive
55011732,The Guardian
2197331,Rang De Basanti
12899867,Volver
47860214,When a Stranger Calls
82226474,The Pink Panther
3960414,Peaceful Warrior
316996,Wristcutters: A Love Story
11631245,Zoom
136432,Severance
82985708,Charlotte's Web
10011274,Penelope
14732623,Tristan + Isolde
7221458,All the King's Men
48548426,Date Movie
4857376,"Paris, je t'aime"
195330621,Ice Age: The Meltdown
21160089,ATL
24138847,Clerks II
58645052,Littleman
15269668,Catch and Release
6855137,Running Scared
44720,Candy
275380,Southland Tales
652526,Alex Rider: Operation Stormbreaker
22490,The Exterminating Angels
20259297,Pulse
24623719,Fearless
22530295,My Super Ex-Girlfriend
14415222,Hollywoodland
38432823,Gridiron Gang
15132763,Arthur and the Invisibles
23086480,Stay Alive
2706659,The History Boys
82987,Black Sheep
85105259,Open Season
210128,Starter for 10
155873,Hatchet
1829142,The Wind That Shakes the Barley
21208358,Amazing Grace
16235293,Black Christmas
188565,Amores asesinos
36883539,16 Blocks
42643187,Glory Road
48751189,Firewall
75628110,"You, Me and Dupree"
13082288,Flyboys
39143839,The Grudge 2
36280697,The Sentinel
1100000,Loving Annabelle
14522427,Everyone's Hero
6566773,Curse of the Golden Flower
10178331,Facing the Giants
6754898,Running with Scissors
58640119,Curious George
34742066,Take the Lead
70165972,Big Momma's House 2
84500122,The Santa Clause 3: The Escape Clause
11242801,Bobby
2975649,Miss Potter
1661464,Factory Girl
412544,DespuÈs de la boda
63257940,Madea's Family Reunion
48461,Cuentos de Terramar
15032800,See No Evil
1000045,Goya's Ghosts
72779000,La Granja
220914,Fur: An Imaginary Portrait of Diane Arbus
4261350,Van Wilder 2: The Rise of Taj
